<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZR;D;230321;000000;17882;18068;17202;17399;258815
GAZR;D;230322;000000;17418;17454;17079;17182;129628
GAZR;D;230323;000000;17176;17274;16961;17188;73478
GAZR;D;230324;000000;17194;17250;17054;17166;49534
GAZR;D;230327;000000;17175;17599;17166;17512;86478
GAZR;D;230328;000000;17524;17609;17187;17381;80322
GAZR;D;230329;000000;17391;17543;17266;17383;65616
GAZR;D;230330;000000;17387;17475;17280;17435;46493
GAZR;D;230331;000000;17426;17538;16826;17230;113455
GAZR;D;230403;000000;17239;17448;17124;17263;73751
GAZR;D;230404;000000;17267;17888;17260;17508;189469
GAZR;D;230405;000000;17508;17694;17299;17646;107807
GAZR;D;230406;000000;17646;17769;17352;17379;80715
GAZR;D;230407;000000;17396;17566;17000;17551;87623
GAZR;D;230410;000000;17551;17782;17550;17736;68020
GAZR;D;230411;000000;17737;18500;17734;17930;337949
GAZR;D;230412;000000;17926;18222;17780;18125;180677
GAZR;D;230413;000000;18145;18293;17915;18118;96911
GAZR;D;230414;000000;18110;18230;17926;18196;64913
GAZR;D;230417;000000;18196;18465;18196;18443;81434
GAZR;D;230418;000000;18443;18739;18388;18664;107942
GAZR;D;230419;000000;18644;18760;18255;18420;120715
GAZR;D;230420;000000;18420;18489;18087;18381;95641
GAZR;D;230421;000000;18389;18565;18333;18393;55377
GAZR;D;230424;000000;18395;18598;17255;18380;145878
GAZR;D;230425;000000;18363;18440;17914;18013;150391
GAZR;D;230426;000000;18015;18130;17912;17948;54037
GAZR;D;230427;000000;17945;18639;17820;18570;117074
GAZR;D;230428;000000;18570;18666;18070;18241;117406
GAZR;D;230502;000000;18237;18316;17690;17880;98009
GAZR;D;230503;000000;17888;17889;17306;17416;117903
GAZR;D;230504;000000;17416;17537;17312;17462;62259
GAZR;D;230505;000000;17469;17658;17250;17308;72064
GAZR;D;230508;000000;17304;17430;17164;17184;48665
GAZR;D;230510;000000;17184;17620;17184;17549;174653
GAZR;D;230511;000000;17556;17766;17010;17221;153734
GAZR;D;230512;000000;17235;17365;17075;17349;84626
GAZR;D;230515;000000;17359;18052;17301;17946;150437
GAZR;D;230516;000000;17948;18259;17665;17725;173445
GAZR;D;230517;000000;17750;17800;17432;17617;104582
GAZR;D;230518;000000;17628;17765;17420;17505;111671
GAZR;D;230519;000000;17505;17526;17242;17398;109372
GAZR;D;230522;000000;17405;17600;16925;17120;191737
GAZR;D;230523;000000;17126;17590;16547;16671;570643
GAZR;D;230524;000000;16683;16722;16228;16315;234729
GAZR;D;230525;000000;16320;16395;16039;16267;276586
GAZR;D;230526;000000;16249;16565;16140;16468;203204
GAZR;D;230529;000000;16469;16720;16200;16346;208384
GAZR;D;230530;000000;16333;16572;16111;16153;365140
GAZR;D;230531;000000;16137;16320;15976;16260;137367
GAZR;D;230601;000000;16267;16301;16102;16114;80046
GAZR;D;230602;000000;16115;16342;16100;16242;97832
GAZR;D;230605;000000;16247;16495;16150;16224;148109
GAZR;D;230606;000000;16224;16380;16154;16322;84113
GAZR;D;230607;000000;16327;16621;16263;16469;187271
GAZR;D;230608;000000;16460;16692;16406;16624;138105
GAZR;D;230609;000000;16644;16787;16506;16559;100758
GAZR;D;230613;000000;16568;16855;16560;16837;121491
GAZR;D;230614;000000;17193;17297;17040;17170;46232
GAZR;D;230615;000000;17173;17700;17046;17591;125946
GAZR;D;230616;000000;17593;17618;17301;17353;85607
GAZR;D;230619;000000;17354;17500;17183;17353;78371
GAZR;D;230620;000000;17350;17428;17201;17306;66225
GAZR;D;230621;000000;17311;17512;17250;17356;57278
GAZR;D;230622;000000;17378;17388;17122;17180;36774
GAZR;D;230623;000000;17185;17256;16806;16928;115018
GAZR;D;230626;000000;16904;17231;16834;17028;80678
GAZR;D;230627;000000;17027;17106;16902;16990;42679
GAZR;D;230628;000000;16978;17184;16900;17114;56250
GAZR;D;230629;000000;17102;17316;17058;17101;68831
GAZR;D;230630;000000;17119;17198;16914;17009;57327
GAZR;D;230703;000000;17017;17123;16975;17000;33049
GAZR;D;230704;000000;16986;17049;16673;16808;82037
GAZR;D;230705;000000;16808;16964;16783;16859;40938
GAZR;D;230706;000000;16852;17059;16817;16920;50490
GAZR;D;230707;000000;16940;17009;16840;16948;34822
GAZR;D;230710;000000;16947;17234;16939;17025;99610
GAZR;D;230711;000000;17035;17218;16995;17188;52011
GAZR;D;230712;000000;17180;17425;17133;17346;109613
GAZR;D;230713;000000;17349;17397;17080;17164;64220
GAZR;D;230714;000000;17162;17349;17096;17283;35890
GAZR;D;230717;000000;17270;17476;17112;17363;79944
GAZR;D;230718;000000;17373;17868;17330;17839;128808
GAZR;D;230719;000000;17851;17996;17550;17610;119536
GAZR;D;230720;000000;17634;17701;17140;17288;83520
GAZR;D;230721;000000;17288;17487;17239;17384;59904
GAZR;D;230724;000000;17378;17538;17330;17458;52263
GAZR;D;230725;000000;17459;17546;17414;17462;37997
GAZR;D;230726;000000;17490;17499;17290;17413;50078
GAZR;D;230727;000000;17430;17588;17388;17464;48468
GAZR;D;230728;000000;17461;17512;17201;17378;53287
GAZR;D;230731;000000;17372;17780;17372;17708;136227
GAZR;D;230801;000000;17720;17847;17454;17565;131479
GAZR;D;230802;000000;17539;17775;17410;17651;82597
GAZR;D;230803;000000;17651;17989;17510;17940;133906
GAZR;D;230804;000000;17921;18026;17434;17522;145772
GAZR;D;230807;000000;17537;17699;17303;17367;83797
GAZR;D;230808;000000;17381;17525;17232;17462;90339
GAZR;D;230809;000000;17449;17700;17365;17670;82030
GAZR;D;230810;000000;17701;17924;17674;17869;92096
GAZR;D;230811;000000;17864;17901;17688;17831;56552
GAZR;D;230814;000000;17844;18597;17758;17903;338517
GAZR;D;230815;000000;17918;18124;17577;17820;189487
GAZR;D;230816;000000;17812;17908;17485;17633;109261
GAZR;D;230817;000000;17636;17720;17490;17593;65501
GAZR;D;230818;000000;17608;17783;17500;17748;59715
GAZR;D;230821;000000;17787;17968;17725;17842;65461
GAZR;D;230822;000000;17838;17925;17710;17850;55302
GAZR;D;230823;000000;17864;17909;17483;17550;78902
GAZR;D;230824;000000;17583;17778;17531;17680;53049
GAZR;D;230825;000000;17685;17738;17553;17633;56330
GAZR;D;230828;000000;17651;17840;17651;17784;62235
GAZR;D;230829;000000;17782;18324;17695;18076;299383
GAZR;D;230830;000000;18084;18116;17824;17917;142610
GAZR;D;230831;000000;17920;18066;17868;17962;70940
GAZR;D;230901;000000;17971;18035;17905;17976;44969
GAZR;D;230904;000000;17986;18317;17985;18250;118739
GAZR;D;230905;000000;18255;18398;18014;18393;148055
GAZR;D;230906;000000;18396;18543;18120;18207;144488
GAZR;D;230907;000000;18200;18284;17736;17846;131163
GAZR;D;230908;000000;17847;17931;17620;17677;82486
GAZR;D;230911;000000;17702;17814;17447;17511;84675
GAZR;D;230912;000000;17540;17850;17493;17837;81539
GAZR;D;230913;000000;17832;17832;17448;17567;60489
GAZR;D;230914;000000;17579;17620;17300;17397;107803
GAZR;D;230915;000000;17404;17531;17365;17404;52713
GAZR;D;230918;000000;17401;17523;17219;17285;65512
GAZR;D;230919;000000;17299;17411;16850;16883;121516
GAZR;D;230920;000000;17445;17634;17271;17573;55315
GAZR;D;230921;000000;17549;17598;17201;17202;64091
GAZR;D;230922;000000;17210;17330;17089;17260;75120
GAZR;D;230925;000000;17285;17417;17130;17193;72559
GAZR;D;230926;000000;17201;17210;16957;17157;87207
GAZR;D;230927;000000;17159;17310;17087;17182;63749
GAZR;D;230928;000000;17169;17575;17137;17564;71282
GAZR;D;230929;000000;17568;17684;17254;17286;142012
GAZR;D;231002;000000;17286;17471;17050;17176;82574
GAZR;D;231003;000000;17173;17400;17037;17265;71814
GAZR;D;231004;000000;17267;17371;17105;17120;65844
GAZR;D;231005;000000;17144;17192;17003;17151;87434
GAZR;D;231006;000000;17151;17240;17010;17220;85981
GAZR;D;231009;000000;17220;17406;17169;17233;109891
GAZR;D;231010;000000;17250;17418;17196;17322;70667
GAZR;D;231011;000000;17318;17664;17242;17299;197288
GAZR;D;231012;000000;17313;17490;17228;17449;101285
GAZR;D;231013;000000;17477;17570;17203;17524;110295
GAZR;D;231016;000000;17528;17872;17504;17781;201064
GAZR;D;231017;000000;17795;17846;17610;17727;95175
GAZR;D;231018;000000;17717;17830;17391;17510;117770
GAZR;D;231019;000000;17511;17590;17330;17535;108198
GAZR;D;231020;000000;17547;17687;17392;17622;101781
GAZR;D;231023;000000;17636;17733;17437;17497;79364
GAZR;D;231024;000000;17519;17588;17423;17481;52531
GAZR;D;231025;000000;17473;17526;17340;17408;72828
GAZR;D;231026;000000;17408;17492;17257;17269;83186
GAZR;D;231027;000000;17279;17373;17141;17182;84266
GAZR;D;231030;000000;17179;17264;17060;17133;60208
GAZR;D;231031;000000;17147;17263;17062;17199;80087
GAZR;D;231101;000000;17211;17431;17190;17412;92383
GAZR;D;231102;000000;17406;17545;17162;17197;128213
GAZR;D;231103;000000;17203;17368;17102;17282;90945
GAZR;D;231106;000000;17283;17395;17234;17322;44650
GAZR;D;231107;000000;17323;17362;17127;17203;89742
GAZR;D;231108;000000;17204;17288;17170;17199;63878
GAZR;D;231109;000000;17214;17305;17076;17166;94165
GAZR;D;231110;000000;17194;17204;17086;17158;58628
GAZR;D;231113;000000;17142;17205;17086;17100;52523
GAZR;D;231114;000000;17102;17102;16668;16871;179726
GAZR;D;231115;000000;16870;16999;16811;16937;53477
GAZR;D;231116;000000;16934;16981;16810;16842;88031
GAZR;D;231117;000000;16829;16886;16555;16777;116235
GAZR;D;231120;000000;16760;16937;16727;16833;68832
GAZR;D;231121;000000;16821;16838;16687;16774;55634
GAZR;D;231122;000000;16773;16878;16703;16799;51329
GAZR;D;231123;000000;16792;16816;16650;16658;51073
GAZR;D;231124;000000;16668;16759;16628;16694;91959
GAZR;D;231127;000000;16691;16750;16397;16467;140871
GAZR;D;231128;000000;16462;16688;16313;16597;110264
GAZR;D;231129;000000;16601;16763;16457;16496;94155
GAZR;D;231130;000000;16498;16646;16364;16488;62592
GAZR;D;231201;000000;16504;16589;16402;16426;52162
GAZR;D;231204;000000;16406;16415;16121;16145;117124
GAZR;D;231205;000000;16151;16286;16041;16176;97369
GAZR;D;231206;000000;16203;16280;15961;15978;83290
GAZR;D;231207;000000;15976;16600;15841;16449;185833
GAZR;D;231208;000000;16452;16550;16146;16253;91665
GAZR;D;231211;000000;16206;16840;16006;16611;232168
GAZR;D;231212;000000;16611;16670;16285;16338;122233
GAZR;D;231213;000000;16360;16548;16222;16497;68256
GAZR;D;231214;000000;16504;16600;16120;16203;100416
GAZR;D;231215;000000;16204;16501;16163;16474;94648
GAZR;D;231218;000000;16486;16783;16440;16745;119318
GAZR;D;231219;000000;16736;16902;16501;16538;156971
GAZR;D;231220;000000;17282;17308;17106;17193;73057
GAZR;D;231221;000000;17194;17194;16841;16859;104571
GAZR;D;231222;000000;16870;17016;16847;16920;59352
GAZR;D;231225;000000;16928;17004;16710;16758;73956
GAZR;D;231226;000000;16775;16876;16744;16787;50038
GAZR;D;231227;000000;16816;16850;16639;16680;66557
GAZR;D;231228;000000;16661;16715;16558;16605;58533
GAZR;D;231229;000000;16612;16706;16526;16571;59708
GAZR;D;240103;000000;16613;16793;16560;16772;43126
GAZR;D;240104;000000;16784;16794;16655;16730;24436
GAZR;D;240105;000000;16731;16847;16700;16766;34705
GAZR;D;240108;000000;16788;16900;16782;16864;45087
GAZR;D;240109;000000;16859;16891;16730;16787;35630
GAZR;D;240110;000000;16789;16930;16754;16833;38856
GAZR;D;240111;000000;16836;16897;16724;16781;38497
GAZR;D;240112;000000;16782;16935;16745;16858;53019
GAZR;D;240115;000000;16900;16962;16800;16845;37249
GAZR;D;240116;000000;16844;16915;16739;16835;38324
GAZR;D;240117;000000;16856;16933;16800;16890;32695
GAZR;D;240118;000000;16895;17273;16871;17184;161434
GAZR;D;240119;000000;17191;17261;17010;17088;104445
GAZR;D;240122;000000;17088;17185;17001;17097;45610
GAZR;D;240123;000000;17093;17400;17036;17309;109550
GAZR;D;240124;000000;17310;17347;17077;17114;56626
GAZR;D;240125;000000;17117;17155;17002;17011;51668
GAZR;D;240126;000000;17013;17072;16786;16824;78618
GAZR;D;240129;000000;16825;16884;16716;16769;44251
GAZR;D;240130;000000;16776;16809;16682;16754;46466
GAZR;D;240131;000000;16746;17062;16700;17014;140467
GAZR;D;240201;000000;17025;17085;16884;16915;74992
GAZR;D;240202;000000;16940;17170;16816;16827;98583
GAZR;D;240205;000000;16846;16921;16715;16844;89121
GAZR;D;240206;000000;16846;16883;16752;16808;44107
GAZR;D;240207;000000;16805;16925;16749;16806;62362
GAZR;D;240208;000000;16824;16825;16627;16639;92383
GAZR;D;240209;000000;16645;16709;16610;16619;47414
GAZR;D;240212;000000;16618;16665;16496;16526;74802
GAZR;D;240213;000000;16526;16680;16424;16477;85021
GAZR;D;240214;000000;16495;16564;16314;16419;114065
GAZR;D;240215;000000;16420;16505;16371;16409;41045
GAZR;D;240216;000000;16406;16438;16314;16320;61440
GAZR;D;240219;000000;16318;16445;16283;16346;66659
GAZR;D;240220;000000;16354;16400;16091;16130;106410
GAZR;D;240221;000000;16131;16223;16034;16063;107518
GAZR;D;240222;000000;16071;16119;15938;15970;71902
GAZR;D;240226;000000;15980;16194;15980;16156;79884
GAZR;D;240227;000000;16160;16161;16000;16052;52220
GAZR;D;240228;000000;16064;16384;16033;16227;153611
GAZR;D;240229;000000;16224;16374;16131;16324;88294
GAZR;D;240301;000000;16333;16445;16247;16254;70594
GAZR;D;240304;000000;16269;16374;16206;16240;57103
GAZR;D;240305;000000;16240;16295;16135;16221;53667
GAZR;D;240306;000000;16220;16315;16142;16275;74327
GAZR;D;240307;000000;16280;16325;16155;16160;79796
GAZR;D;240311;000000;16178;16217;16113;16146;89547
GAZR;D;240312;000000;16173;16426;16132;16355;124999
GAZR;D;240313;000000;16360;16405;16166;16225;108597
GAZR;D;240314;000000;16227;16242;16087;16164;88667
GAZR;D;240315;000000;16161;16186;15999;16099;97026
GAZR;D;240318;000000;16100;16181;16050;16070;90847
GAZR;D;240319;000000;16080;16134;15800;15867;134867
GAZR;D;240320;000000;16302;16360;16233;16338;34419
GAZR;D;240321;000000;16334;16465;16320;16383;42369
GAZR;D;240322;000000;16384;16426;16119;16170;71603
GAZR;D;240325;000000;16178;16450;16068;16421;79844
GAZR;D;240326;000000;16422;16534;16265;16372;70735
GAZR;D;240327;000000;16373;16414;16270;16315;30833
GAZR;D;240328;000000;16330;16360;16275;16286;32876
GAZR;D;240329;000000;16291;16352;16175;16312;53374
GAZR;D;240401;000000;16330;16396;16290;16384;46866
GAZR;D;240402;000000;16384;17050;16278;16993;161982
GAZR;D;240403;000000;17015;17104;16761;16819;110262
GAZR;D;240404;000000;16828;17000;16701;16813;84083
GAZR;D;240405;000000;16825;17010;16739;16886;64155
GAZR;D;240408;000000;16895;17300;16886;16930;75093
GAZR;D;240409;000000;16958;17142;16890;16948;73645
GAZR;D;240410;000000;16935;17143;16903;17028;65013
GAZR;D;240411;000000;17029;17184;16954;17179;95185
GAZR;D;240412;000000;17175;17240;16977;16989;73040
GAZR;D;240415;000000;17023;17085;16843;16843;70030
GAZR;D;240416;000000;16870;16965;16754;16922;74913
GAZR;D;240417;000000;16922;17064;16850;16934;82429
GAZR;D;240418;000000;16961;17090;16840;17011;79220
GAZR;D;240419;000000;17031;17308;16968;17186;108831
GAZR;D;240422;000000;17195;17266;17013;17132;93004
GAZR;D;240423;000000;17132;17212;16747;16828;117698
GAZR;D;240424;000000;16808;16899;16722;16726;93143
GAZR;D;240425;000000;16745;16879;16726;16787;58546
GAZR;D;240426;000000;16787;16853;16627;16668;67061
GAZR;D;240427;000000;16665;17067;16600;16822;80598
GAZR;D;240429;000000;16839;16935;16779;16811;26863
GAZR;D;240430;000000;16820;16863;16706;16716;36133
GAZR;D;240502;000000;16716;16922;15496;16137;244201
GAZR;D;240503;000000;16102;16129;15750;15856;121915
GAZR;D;240506;000000;15862;15925;15650;15711;67626
GAZR;D;240507;000000;15711;15847;15690;15758;47740
GAZR;D;240508;000000;15747;15805;15744;15756;23892
GAZR;D;240510;000000;15756;15800;15746;15769;16302
GAZR;D;240513;000000;15782;16164;15773;16079;73817
GAZR;D;240514;000000;16090;16125;15857;15913;71265
GAZR;D;240515;000000;15913;15989;15749;15969;63713
GAZR;D;240516;000000;15968;16060;15920;16029;52306
GAZR;D;240517;000000;16029;16065;15670;15708;144282
GAZR;D;240520;000000;15710;15807;14694;14710;315106
GAZR;D;240521;000000;14712;14772;13939;14160;479451
GAZR;D;240522;000000;14160;14434;14085;14146;153381
GAZR;D;240523;000000;14134;14171;13450;13675;280183
GAZR;D;240524;000000;13667;13831;13456;13477;167075
GAZR;D;240527;000000;13505;13700;12910;12986;307287
GAZR;D;240528;000000;13001;13331;12829;13014;240236
GAZR;D;240529;000000;13006;13190;12851;13048;187432
GAZR;D;240530;000000;13062;13097;12499;12641;230575
GAZR;D;240531;000000;12684;12929;12520;12779;520856
GAZR;D;240603;000000;12798;13000;12331;12545;327579
GAZR;D;240604;000000;12544;12639;12402;12619;177670
GAZR;D;240605;000000;12626;12829;12501;12529;253542
GAZR;D;240606;000000;12528;12615;12440;12463;100627
GAZR;D;240607;000000;12460;12673;12273;12362;183366
GAZR;D;240610;000000;12371;12442;11816;11965;369738
GAZR;D;240611;000000;11970;11988;11701;11826;247139
GAZR;D;240613;000000;11507;12054;11251;12021;279225
GAZR;D;240614;000000;12027;12238;11923;12214;180892
GAZR;D;240617;000000;12219;12300;12114;12190;148887
GAZR;D;240618;000000;12206;12232;11762;11817;327536
GAZR;D;240619;000000;12410;12449;11759;11933;302619
GAZR;D;240620;000000;11932;12221;11560;12184;327808
GAZR;D;240621;000000;12185;12272;11965;12081;173174
GAZR;D;240624;000000;12056;12176;11800;11894;131447
GAZR;D;240625;000000;11889;12030;11752;12010;122863
GAZR;D;240626;000000;12022;12241;11976;12225;197354
GAZR;D;240627;000000;12229;12344;12043;12061;113851
GAZR;D;240628;000000;12080;12165;11976;12080;106811
GAZR;D;240701;000000;12082;12665;12081;12639;205353
GAZR;D;240702;000000;12644;13655;12573;13139;506525
GAZR;D;240703;000000;13148;13454;12889;12987;477402
GAZR;D;240704;000000;12970;13168;12660;12687;262718
GAZR;D;240705;000000;12684;13174;12588;13146;337017
GAZR;D;240708;000000;13148;13450;13000;13252;360084
GAZR;D;240709;000000;13261;13350;12756;12840;256170
GAZR;D;240710;000000;12830;12940;12173;12194;361187
GAZR;D;240711;000000;12197;12687;12179;12600;298248
GAZR;D;240712;000000;12610;12666;12211;12360;271698
GAZR;D;240715;000000;12371;12485;12224;12294;165973
GAZR;D;240716;000000;12289;12981;12258;12867;315061
GAZR;D;240717;000000;12878;13069;12740;12850;230932
GAZR;D;240718;000000;12810;13402;12730;13371;294834
GAZR;D;240719;000000;13378;13650;13265;13497;293617
GAZR;D;240722;000000;13534;13671;13410;13560;210996
GAZR;D;240723;000000;13570;13849;13334;13792;235702
GAZR;D;240724;000000;13805;14112;13732;14038;267550
GAZR;D;240725;000000;14038;14088;13847;13906;148966
GAZR;D;240726;000000;13907;14024;13623;13842;254114
GAZR;D;240729;000000;13851;13851;13383;13472;231539
GAZR;D;240730;000000;13444;13755;13390;13573;192046
GAZR;D;240731;000000;13592;13801;13532;13683;247266
GAZR;D;240801;000000;13684;13773;13498;13513;105593
GAZR;D;240802;000000;13520;13577;13261;13440;167402
GAZR;D;240805;000000;13397;13397;12975;13017;245309
GAZR;D;240806;000000;13066;13239;12998;13144;167734
GAZR;D;240807;000000;13157;13320;12900;13266;305253
GAZR;D;240808;000000;13284;13374;13007;13076;151209
GAZR;D;240809;000000;13077;13255;12990;13144;178964
GAZR;D;240812;000000;13133;13208;12954;13146;128320
GAZR;D;240813;000000;13150;13317;13150;13302;101710
GAZR;D;240814;000000;13304;13410;13192;13225;102634
GAZR;D;240815;000000;13224;13286;12924;13002;139445
GAZR;D;240816;000000;13000;13054;12745;12875;125303
GAZR;D;240819;000000;12875;12988;12731;12835;134082
GAZR;D;240820;000000;12839;12980;12741;12791;107736
GAZR;D;240821;000000;12791;12851;12501;12550;142831
GAZR;D;240822;000000;12550;12592;11956;12021;186787
GAZR;D;240823;000000;12021;12087;11550;11859;236317
GAZR;D;240826;000000;11919;12967;11916;12849;444123
GAZR;D;240827;000000;12864;12960;12408;12620;324302
GAZR;D;240828;000000;12620;12726;12239;12617;276782
GAZR;D;240829;000000;12618;13255;12499;13196;451142
GAZR;D;240830;000000;13225;13253;12383;12436;390247
GAZR;D;240902;000000;12402;12597;12257;12504;302872
GAZR;D;240903;000000;12499;12681;11976;12171;383065
GAZR;D;240904;000000;12182;12420;12080;12344;213404
GAZR;D;240905;000000;12379;12592;12260;12476;180245
GAZR;D;240906;000000;12488;12553;12321;12401;110548
GAZR;D;240909;000000;12406;12650;12400;12579;152653
GAZR;D;240910;000000;12613;12681;12350;12413;130461
GAZR;D;240911;000000;12417;12443;12190;12235;115337
GAZR;D;240912;000000;12231;12247;11785;11923;271887
GAZR;D;240913;000000;11920;12079;11636;12021;287259
GAZR;D;240916;000000;12067;12295;11981;12213;198779
GAZR;D;240917;000000;12227;12380;12026;12324;245295
GAZR;D;240918;000000;12925;13004;12766;12786;98582
GAZR;D;240919;000000;12778;12950;12604;12830;178857
GAZR;D;240920;000000;12832;12927;12764;12833;80546
GAZR;D;240923;000000;12855;13677;12813;13627;314726
GAZR;D;240924;000000;13679;14601;13650;14595;740795
GAZR;D;240925;000000;14613;14644;14010;14136;416843
GAZR;D;240926;000000;14115;14475;13964;14310;400913
GAZR;D;240927;000000;14323;14766;14213;14655;282606
GAZR;D;240930;000000;14662;15022;14278;14428;814807
GAZR;D;241001;000000;14404;14502;14005;14191;372819
GAZR;D;241002;000000;14199;14280;13705;13705;285159
GAZR;D;241003;000000;13700;13980;13553;13930;267385
GAZR;D;241004;000000;13941;13966;13707;13831;148134
GAZR;D;241007;000000;13832;13867;13651;13848;107444
GAZR;D;241008;000000;13818;13986;13789;13868;130716
GAZR;D;241009;000000;13866;13871;13624;13740;100974
GAZR;D;241010;000000;13743;13824;13629;13729;81587
GAZR;D;241011;000000;13714;13748;13600;13634;83276
GAZR;D;241014;000000;13629;13798;13493;13651;136350
GAZR;D;241015;000000;13653;13906;13603;13862;90205
GAZR;D;241016;000000;13848;14398;13847;14186;289076
GAZR;D;241017;000000;14194;14292;13939;14086;212448
GAZR;D;241018;000000;14068;14189;13922;13999;114733
GAZR;D;241021;000000;14000;14106;13944;14046;81009
GAZR;D;241022;000000;14047;14458;13996;14082;184738
GAZR;D;241023;000000;14079;14200;13855;13914;191297
GAZR;D;241024;000000;13913;13960;13660;13868;137939
GAZR;D;241025;000000;13849;14082;13593;13699;281339
GAZR;D;241028;000000;13642;13642;12717;12869;389499
GAZR;D;241029;000000;12872;13063;12554;12965;285867
GAZR;D;241030;000000;12976;13085;12705;12714;160234
GAZR;D;241031;000000;12750;12839;12565;12678;185179
GAZR;D;241101;000000;12701;12906;12601;12898;116738
